Order,Tier,Topic,English,Turkish,Swedish,Farsi,Hindi,Is New
819,Beginner,5. Daily Routines,Robots are used to put together these engine parts.,"Robotlar, bu motor parçalarını bir araya getirmek için kullanılır.",Robotar används för att montera dessa motordelar.,,,
820,Beginner,5. Daily Routines,The software was designed to be very easy to use.,Yazılımın kullanımı çok kolay olacak şekilde tasarlanmıştır.,Programvaran utformades för att vara mycket enkel att använda.,,,
821,Beginner,5. Daily Routines,I need a laptop with a fast processor and battery.,Hızlı işlemcili ve bataryalı bir dizüstü bilgisayara ihtiyacım var.,Jag behöver en bärbar dator med en snabb processor och batteri.,,,
822,Beginner,5. Daily Routines,The software we use for editing is getting old.,Düzenleme için kullandığımız yazılım eskiyor.,Programvaran vi använder för redigering börjar bli gammal.,,,
823,Beginner,5. Daily Routines,Anyone wanting to join the club should sign up.,Kulübe katılmak isteyenler kaydolmalı.,Den som vill gå med i klubben bör anmäla sig.,,,
824,Beginner,5. Daily Routines,A suspicious email caused the virus on our servers.,Şüpheli bir e-posta sunucularımızdaki virüse neden oldu.,Ett misstänkt e-postmeddelande orsakade viruset på våra servrar.,,,
825,Beginner,5. Daily Routines,The exhibition for local artists will stay open until December.,Yerel sanatçılar sergisi Aralık ayına kadar açık kalacak.,Utställningen för lokala konstnärer kommer att vara öppen fram till december.,,,
826,Beginner,5. Daily Routines,The new system has cut errors in half this year.,Yeni sistem bu yıl hataları yarıya indirdi.,Det nya systemet har halverat felen i år.,,,
827,Beginner,5. Daily Routines,She checked her watch because the train was late.,Tren geciktiği için saatine baktı.,Hon kollade sin klocka eftersom tåget var försenat.,,,
828,Beginner,5. Daily Routines,"I tried to study, but the neighbors were very loud.",Ders çalışmaya çalıştım ama komşular çok gürültülüydü.,"Jag försökte studera, men grannarna var väldigt högljudda.",,,
829,Beginner,5. Daily Routines,I was washing dishes when the phone suddenly rang.,Bulaşıkları yıkıyorken telefon aniden çaldı.,Jag diskade när telefonen plötsligt ringde.,,,
830,Beginner,5. Daily Routines,A quick tire check would have avoided the problem.,Hızlı bir lastik kontrolü sorunu önlerdi.,En snabb däckkontroll hade undvikit problemet.,,,
831,Beginner,5. Daily Routines,"Finishing the book was possible, but I chose to sleep.","Kitabı bitirmek mümkündü, ama uyumayı seçtim.","Att läsa ut boken var möjligt, men jag valde att sova.",,,
832,Beginner,5. Daily Routines,One more practice run would have helped the speech.,Bir prova daha konuşmaya yardımcı olabilirdi.,En repetition till skulle ha hjälpt talet.,,,
833,Beginner,5. Daily Routines,Honesty from the start would have saved much time.,Baştan dürüstlük çok zaman kazandırırdı.,Ärlighet från början skulle ha sparat mycket tid.,,,
834,Beginner,5. Daily Routines,A quick message would have meant cake for everyone.,Hızlı bir mesaj herkes için pasta demek olurdu.,Ett snabbt meddelande hade betytt tårta till alla.,,,
835,Beginner,5. Daily Routines,An oil check could have avoided the engine trouble.,Bir yağ kontrolü motor arızasını önleyebilirdi.,En oljekontroll kunde ha undvikit motorproblemet.,,,
836,Beginner,5. Daily Routines,Patience would have made the long wait much easier.,"Sabır, uzun bekleyişi çok daha kolaylaştırırdı.",Tålamod skulle ha gjort den långa väntan mycket enklare.,,,
837,Beginner,5. Daily Routines,We must protect wild areas to keep nature balanced.,Doğanın dengesini korumak için yaban alanlarını korumalıyız.,Vi måste skydda vildområden för att hålla naturen i balans.,,,
838,Beginner,5. Daily Routines,Does coal still play a major role in global energy?,Kömür hala küresel enerjide önemli bir rol oynuyor mu?,Spelar kol fortfarande en betydande roll i den globala energiförsörjningen?,,,
839,Beginner,5. Daily Routines,We should use fewer plastic products to keep parks clean.,Parkları temiz tutmak için daha az plastik ürün kullanmalıyız.,Vi bör använda färre plastprodukter för att hålla parker rena.,,,
840,Beginner,5. Daily Routines,We should support companies that use cleaner methods.,Daha temiz yöntemler kullanan şirketleri desteklemeliyiz.,Vi bör stötta företag som använder renare metoder.,,,
841,Beginner,5. Daily Routines,Recycling electronics keeps toxic waste out of the soil.,Elektronik geri dönüşümü zehirli atıkların toprağa karışmasını önler.,Återvinning av elektronik håller giftigt avfall borta från jorden.,,,
842,Beginner,5. Daily Routines,High taxes can make it hard for businesses to grow.,Yüksek vergiler işletmelerin büyümesini zorlaştırabilir.,Höga skatter kan försvåra för företag att växa.,,,
843,Beginner,5. Daily Routines,We need to narrow the gap between cities and rural areas.,Şehirler ve kırsal alanlar arasındaki uçurumu daraltmamız gerekiyor.,Vi måste minska klyftan mellan städer och landsbygd.,,,
844,Beginner,5. Daily Routines,A stable economy needs both rules and freedom.,İstikrarlı bir ekonomi hem kurallara hem de özgürlüğe ihtiyaç duyar.,En stabil ekonomi behöver både regler och frihet.,,,
845,Beginner,5. Daily Routines,This may not be the best use of our resources.,"Bu, kaynaklarımızın en iyi kullanımı olmayabilir.",Det här kanske inte är den bästa användningen av våra resurser.,,,
846,Beginner,5. Daily Routines,We may need more input from the technical team today.,Bugün teknik ekipten daha fazla girdi almamız gerekebilir.,Vi kan behöva mer input från teknikteamet idag.,,,
847,Beginner,5. Daily Routines,I do not quite see why moving cities helps us.,Şehir değiştirmemizin bize neden fayda sağladığını tam olarak anlamıyorum.,Jag ser inte riktigt varför det hjälper oss att flytta till en annan stad.,,,
848,Beginner,5. Daily Routines,It feels too early to sign the final contract today.,Bugün nihai sözleşmeyi imzalamak için çok erken gibi geliyor.,Det känns för tidigt att skriva på det slutgiltiga kontraktet idag.,,,
849,Beginner,5. Daily Routines,The proposal could use some fine-tuning before the presentation.,Teklifin sunumdan önce biraz ince ayara ihtiyacı olabilir.,Förslaget skulle behöva lite finjustering innan presentationen.,,,
850,Beginner,5. Daily Routines,We should ask the lead engineer for his professional input.,Baş mühendisten profesyonel görüşünü istemeliyiz.,Vi borde be den ledande ingenjören om hans professionella synpunkter.,,,
851,Beginner,5. Daily Routines,Not until I checked the receipt did the charge stand out.,Ancak makbuzu kontrol ettikten sonra ücret göze çarptı.,Inte förrän jag kollade kvittot stack avgiften ut.,,,
852,Beginner,5. Daily Routines,Restarting the router was what finally fixed the internet connection.,İnternet bağlantısını sonunda düzelten şey modemi yeniden başlatmak oldu.,Att starta om routern var det som äntligen åtgärdade internetanslutningen.,,,
853,Beginner,5. Daily Routines,"Cafés like this are rare, especially those open late.","Bunun gibi kafeler nadirdir, özellikle de geç saatlere kadar açık olanlar.","Kaféer som det här är sällsynta, särskilt de som har öppet sent.",,,
854,Beginner,5. Daily Routines,At no point did he consider leaving his phone behind.,Telefonunu geride bırakmayı hiçbir zaman düşünmedi.,Han övervägde aldrig att lämna sin telefon kvar.,,,
855,Beginner,5. Daily Routines,Projects rarely finish without some last-minute changes.,"Projeler, bazı son dakika değişiklikleri olmadan nadiren tamamlanır.",Projekt blir sällan klara utan några ändringar i sista minuten.,,,
856,Beginner,5. Daily Routines,They did not wake up until the alarm went off.,Alarm çalana kadar uyanmadılar.,De vaknade inte förrän larmet gick.,,,
857,Beginner,5. Daily Routines,The email arrived moments after the phone call ended.,Telefon görüşmesi sona erdikten hemen sonra e-posta geldi.,Mejlet kom strax efter att telefonsamtalet hade avslutats.,,,
858,Beginner,5. Daily Routines,Public transport almost never runs exactly on time.,Toplu taşıma neredeyse hiç tam zamanında çalışmaz.,Kollektivtrafik går nästan aldrig exakt i tid.,,,
859,Beginner,5. Daily Routines,The kitchen had never looked this clean before.,Mutfak daha önce hiç bu kadar temiz görünmemişti.,Köket hade aldrig sett ut så rent förut.,,,
860,Beginner,5. Daily Routines,The walk took longer because the path was closed.,Yürüyüş patika kapalı olduğu için daha uzun sürdü.,Promenaden tog längre tid eftersom vägen var avstängd.,,,
861,Beginner,5. Daily Routines,It was a simple typo that broke the website link.,Web sitesi bağlantısını bozan basit bir yazım hatasıydı.,Det var ett enkelt skrivfel som bröt webbplatslänken.,,,
862,Beginner,5. Daily Routines,Only after the call ended did the message arrive.,Çağrı sona erdikten sonra ancak mesaj geldi.,Först efter att samtalet avslutats kom meddelandet.,,,
863,Beginner,5. Daily Routines,The way people listen often matters more than words.,"İnsanların dinleme şekli, çoğu zaman sözlerden daha önemlidir.",Sättet människor lyssnar på är ofta viktigare än ord.,,,
864,Beginner,5. Daily Routines,Not until the storm passed did we see the damage.,Ancak fırtına geçtikten sonra hasarı gördük.,Först när stormen hade passerat såg vi skadorna.,,,
865,Beginner,5. Daily Routines,"Were I in your position, I would wait before replying.","Senin yerinde olsaydım, cevap vermeden önce beklerdim.","Om jag vore i din position, skulle jag vänta innan jag svarade.",,,
866,Beginner,5. Daily Routines,It was staying home that saved us from the storm.,Bizi fırtınadan kurtaran evde kalmamızdı.,Det var att stanna hemma som räddade oss från stormen.,,,
867,Beginner,5. Daily Routines,The reason for the tension was simply lack of sleep.,Gerginliğin nedeni sadece uykusuzluktu.,Anledningen till spänningen var helt enkelt sömnbrist.,,,
868,Beginner,5. Daily Routines,"If I were in your shoes, I would double-check first.","Senin yerinde olsam, önce iki kez kontrol ederdim.","Om jag vore i dina kläder, skulle jag dubbelkolla först.",,,
869,Beginner,5. Daily Routines,"Should you feel unsure, taking a step back can help.","Emin değilseniz, geri adım atmak yardımcı olabilir.",Om du känner dig osäker kan det hjälpa att ta ett steg tillbaka.,,,
870,Beginner,5. Daily Routines,"Were I you, I would keep my options open.","Senin yerinde olsaydım, seçeneklerimi açık tutardım.","Om jag vore du, skulle jag hålla mina alternativ öppna.",,,
871,Beginner,5. Daily Routines,"Should you hesitate, that is a sign to slow down.","Tereddüt ederseniz, bu yavaşlamanız gerektiğinin bir işaretidir.","Skulle du tveka, är det ett tecken att sakta ner.",,,
872,Beginner,5. Daily Routines,The election looks set to be extremely close.,Seçimin son derece başa baş geçeceği anlaşılıyor.,Valet ser ut att bli extremt jämnt.,,,
873,Beginner,5. Daily Routines,Gold prices are expected to keep rising.,Altın fiyatlarının yükselmeye devam etmesi bekleniyor.,Guldpriser förväntas fortsätta stiga.,,,
874,Beginner,5. Daily Routines,The hikers expect to finish twenty miles before nightfall.,"Yürüyüşçüler, hava kararmadan önce yirmi mili bitirmeyi bekliyorlar.",Vandrarna förväntar sig att hinna tjugo engelska mil före mörkrets inbrott.,,,
875,Beginner,5. Daily Routines,"Next year, I will study abroad for my master's.",Gelecek yıl yüksek lisansım için yurt dışında okuyacağım.,Nästa år ska jag studera utomlands för min master.,,,
876,Beginner,5. Daily Routines,Will people still commute every day in twenty years?,İnsanlar yirmi yıl sonra hâlâ her gün işe gidip gelecek mi?,Kommer människor fortfarande att pendla varje dag om tjugo år?,,,
877,Beginner,5. Daily Routines,"If nothing changes, polar ice will keep melting faster.","Eğer hiçbir şey değişmezse, kutup buzulları daha hızlı erimeye devam edecek.","Om inget förändras, kommer polarisen att fortsätta smälta snabbare.",,,
878,Beginner,6. Food & Drink,He eats lunch at his desk.,Öğle yemeğini masasında yer.,Han äter lunch vid sitt skrivbord.,,,
879,Beginner,6. Food & Drink,We eat dinner at six o'clock.,Saat altıda akşam yemeği yeriz.,Vi äter middag klockan sex.,,,
880,Beginner,6. Food & Drink,Her stomach hurts after lunch.,Öğle yemeğinden sonra karnı ağrıyor.,Hennes mage gör ont efter lunch.,,,
881,Beginner,6. Food & Drink,He feels sleepy after lunch.,Öğle yemeğinden sonra uykusu gelir.,Han känner sig sömnig efter lunch.,,,
882,Beginner,6. Food & Drink,I drink tea in the morning.,Sabahları çay içerim.,Jag dricker te på morgonen.,,,
883,Beginner,6. Food & Drink,She drinks one glass of water.,O bir bardak su içer.,Hon dricker ett glas vatten.,,,
884,Beginner,6. Food & Drink,We drink two cups of tea.,Biz iki fincan çay içeriz.,Vi dricker två koppar te.,,,
885,Beginner,6. Food & Drink,I eat rice for dinner.,Akşam yemeğinde pilav yerim.,Jag äter ris till middag.,,,
886,Beginner,6. Food & Drink,I eat one boiled egg for breakfast.,Kahvaltıda bir haşlanmış yumurta yerim.,Jag äter ett kokt ägg till frukost.,,,
887,Beginner,6. Food & Drink,They fry two eggs in the pan.,Tavada iki yumurta kızartırlar.,De steker två ägg i pannan.,,,
888,Beginner,6. Food & Drink,Can I have one cup of warm tea?,Bir fincan ılık çay alabilir miyim?,Kan jag få en kopp varmt te?,,,
889,Beginner,6. Food & Drink,She drinks a glass of cool water.,O serin bir bardak su içer.,Hon dricker ett glas kallt vatten.,,,
890,Beginner,6. Food & Drink,Where is the bag of rice?,Pirinç torbası nerede?,Var är rispåsen?,,,
891,Beginner,6. Food & Drink,Is the chicken very spicy?,Tavuk çok acı mı?,Är kycklingen väldigt stark?,,,
892,Beginner,6. Food & Drink,They eat chicken with vegetables.,Onlar tavuğu sebzelerle yerler.,De äter kyckling med grönsaker.,,,
